25	26	27	28	29	30	31	32	33	34	sum
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	2	1	0	0	0	4
1	0	0	4	42	8	0	0	0	0	55
526	100	718	9267	403	194	211	4	0	1	11424
17	48	543	53	324	986	31	1	0	0	2003
32	128	66	542	6590	183	15	1	0	1	7558
204	48	434	6516	280	63	41	1	0	0	7587
12	122	1400	136	362	2343	69	3	1	0	4448
59	328	75	397	4959	178	8	3	0	0	6007
203	44	327	6269	271	101	14	1	0	0	7230
12	71	1411	115	395	1045	78	2	0	0	3129
33	257	83	443	6160	218	11	0	0	0	7205
189	56	298	4040	229	45	17	2	0	0	4876
8	61	967	129	216	441	4	0	0	0	1826
43	230	65	711	5584	122	16	2	0	0	6773
259	43	351	5173	190	43	13	1	0	5	6078
23	115	996	113	250	696	33	1	0	0	2227
48	257	113	752	4560	158	10	6	0	0	5904
204	43	400	4062	175	65	34	0	0	1	4984
19	67	1001	119	243	1286	42	0	0	0	2777
27	191	59	490	4985	143	17	4	0	0	5916
203	60	338	4245	298	116	35	2	1	0	5298
19	64	906	108	813	744	32	1	1	0	2688
46	359	59	528	6896	220	18	2	0	0	8128
174	28	535	5530	271	58	24	0	0	1	6621
13	66	929	118	201	801	28	0	0	0	2156
32	222	67	424	6313	214	16	0	1	0	7289
177	38	257	4663	248	61	105	5	0	0	5554
17	63	1170	101	400	1518	32	2	2	0	3305
60	366	89	991	10792	202	19	2	0	0	12521
289	77	681	7442	314	125	58	2	0	0	8988
16	136	1478	87	205	1008	46	1	0	0	2977
36	279	68	380	5472	219	15	1	0	0	6470
210	44	402	8666	234	74	20	1	0	0	9651
20	88	1423	158	236	971	41	2	1	0	2940
38	381	104	694	8799	319	21	2	2	0	10360
397	103	609	10738	320	92	37	1	0	1	12298
31	177	2018	133	328	1029	41	1	1	0	3759
34	493	88	606	7827	269	22	2	1	0	9342
400	58	452	8652	385	117	51	1	0	0	10116
22	82	1619	124	348	1744	43	4	2	0	3988
54	454	107	767	10208	305	12	4	0	0	11911
377	82	913	9739	586	74	41	1	1	1	11815
21	120	1646	160	265	1254	38	4	4	0	3512
67	385	139	807	12972	429	15	10	2	0	14826
340	94	599	8843	403	66	40	2	0	0	10387
28	161	1871	133	329	3055	58	4	2	0	5641
68	529	90	1544	11919	215	49	3	0	0	14417
334	65	521	7712	233	73	36	2	0	0	8976
25	253	2856	131	246	1738	40	6	0	0	5295
81	984	144	1269	15634	728	28	1	0	0	18869
581	91	709	12347	405	84	53	0	0	0	14270
36	217	3252	343	279	1995	62	4	3	0	6191
59	580	136	843	11024	304	18	5	1	0	12970
156094	248032	900805	3388278	3987205	750678	44490	2904	537	302	10192299
