sample	start_density	stop_density	start_lower_CI	start_upper_CI	stop_lower_CI	stop_upper_CI
si-Ctrl	1.0965682614479326	1.0462633012631648	1.0293389078350375	1.1637976150608276	0.948581666771421	1.143944935754909
si-Ctrl	1.1499137128611396	0.983654457848381	1.0765082190138937	1.2233192067083853	0.895386447202438	1.071922468494324
si-Ctrl	1.1828563497740492	1.0690511937975087	1.1125100465234388	1.2532026530246598	0.9716944352871234	1.1664079523078938
si-Ctrl	1.2018544707542151	1.0464259877067632	1.1350290309977935	1.2686799105106368	0.9545761651451161	1.1382758102684103
si-Ctrl	1.2044824787481148	1.0114280569205722	1.1393161472023798	1.2696488102938495	0.9182129124383653	1.1046432014027794
si-Ctrl	1.2504949013325708	1.008848420819179	1.1733052357920777	1.3276845668730641	0.9193761946645587	1.0983206469737996
si-Ctrl	1.2403683542509223	1.0183830175837563	1.1685148781351535	1.312221830366691	0.9284382974454848	1.1083277377220273
si-Ctrl	1.3138004636113068	1.092895256763819	1.237822536862367	1.3897783903602465	0.992537940924257	1.1932525726033814
si-Ctrl	1.306235583370552	0.9952535579362243	1.2308480550726857	1.3816231116684181	0.9021950451523948	1.0883120707200535
si-Ctrl	1.3702278824849072	1.092938210809424	1.2956877214582614	1.4447680435115533	0.9894815515302068	1.1963948700886413
si-Ctrl	1.387001811216852	1.0753766320023912	1.3059990088008453	1.4680046136328588	0.9784145229429049	1.172338741061878
si-Ctrl	1.3677049792297054	0.9574041391465046	1.2882333759377376	1.4471765825216734	0.8638132005734007	1.0509950777196082
si-Ctrl	1.4407020147365914	1.0362236195899905	1.364135986247137	1.517268043226046	0.944002621249995	1.1284446179299858
si-Ctrl	1.4322239903063778	1.0344463575705696	1.3576210641720876	1.506826916440668	0.9403632746954727	1.1285294404456665
si-Ctrl	1.4158230316728861	1.0068147179713196	1.3414963748305173	1.4901496885152548	0.9157603568136792	1.0978690791289598
si-Ctrl	1.4803556947473702	1.046432998919881	1.3989546147148786	1.561756774779862	0.9482020567457199	1.1446639410940422
si-Ctrl	1.453350718213302	0.9923060601703542	1.3663954570673695	1.5403059793592346	0.8980428229315183	1.08656929740919
si-Ctrl	1.4237587747419593	1.0266697714229036	1.3453959759798888	1.5021215735040303	0.9324911507015055	1.1208483921443015
si-Ctrl	1.3874403329475629	1.061213526877717	1.3130365529626853	1.4618441129324404	0.9624650356939222	1.1599620180615116
si-Ctrl	1.478770365163789	1.0340739011370963	1.3881470860696914	1.5693936442578864	0.9445716049386418	1.1235761973355514
si-Ctrl	1.371381253382188	0.9493334483969804	1.2982686191477224	1.4444938876166538	0.8690606100751213	1.0296062867188396
si-Ctrl	1.409211427494152	1.0515708572016338	1.3308786140898392	1.4875442408984647	0.9589584126682578	1.1441833017350096
si-Ctrl	1.3666354807000238	1.0279556246217305	1.2956943434629216	1.4375766179371259	0.9402364443696496	1.1156748048738114
si-Ctrl	1.3296373551686864	1.09244048978445	1.2492580149899917	1.410016695347381	0.9890246048019818	1.1958563747669182
si-Ctrl	1.3723329226899268	1.031725332697999	1.2999477131435757	1.4447181322362783	0.9342877844408535	1.1291628809551444
si-Ctrl	1.3643762973781666	1.1207555141341121	1.2929779008747244	1.4357746938816085	1.011029954197596	1.2304810740706282
si-Ctrl	1.3622856613373613	1.0578033515710548	1.2890726754190545	1.4354986472556686	0.9672392993614303	1.148367403780679
si-Ctrl	1.36133949943787	1.0880772064605897	1.2844436524934357	1.4382353463823039	0.9987931847353523	1.177361228185827
si-Ctrl	1.3644422295658498	1.053578514440646	1.2926782952818567	1.4362061638498431	0.963438999255694	1.1437180296255987
si-Ctrl	1.323182195374362	0.9876805796213504	1.254288791855127	1.392075598893597	0.9031874143504559	1.0721737448922448
si-Ctrl	1.334766427954226	1.0059223978828877	1.2605721570532311	1.4089606988552208	0.9176258160351017	1.094218979730674
si-Ctrl	1.3355800784680483	1.0598714258807713	1.2668885101028713	1.4042716468332253	0.9670619935758139	1.1526808581857284
si-Ctrl	1.2822030638850235	1.0299472965314362	1.215798556139506	1.3486075716305406	0.940498446714962	1.1193961463479107
si-Ctrl	1.3275254078143952	1.026871238539244	1.2541477555523888	1.4009030600764016	0.9372499907547164	1.1164924863237715
si-Ctrl	1.3762889489088495	1.0391656391883233	1.3011666833269455	1.4514112144907536	0.9509669218170608	1.127364356559586
si-Ctrl	1.4286808406857938	0.9962630363716138	1.2767858293774612	1.5805758519941264	0.9101979521732031	1.0823281205700246
si-Ctrl	1.348694631371336	1.0455538514063991	1.2762890043967152	1.4211002583459567	0.9579556421933992	1.1331520606193988
si-Ctrl	1.334659755014998	1.1146518873197784	1.2382809807899209	1.431038529240075	1.0188363479168772	1.2104674267226794
si-Ctrl	1.2974169591141615	1.0347948342441957	1.2273952921711775	1.3674386260571456	0.9394181092811068	1.1301715592072847
si-Ctrl	1.345216835189637	1.041627528559604	1.2728259594636224	1.4176077109156515	0.9531455697750122	1.1301094873441953
si-Ctrl	1.384102031580293	1.0030130007944598	1.2871726609024128	1.4810314022581728	0.9164295466125353	1.089596454976384
si-Ctrl	1.294254544962918	1.0471850894572614	1.22892089095598	1.3595881989698557	0.9568032879489483	1.1375668909655743
si-Ctrl	1.3206218967529741	1.0238692337148927	1.2539033269068471	1.3873404665991007	0.9346914659027925	1.113047001526993
si-Ctrl	1.2923247271417706	1.031173750306872	1.2207011539455541	1.3639483003379873	0.9405585393150081	1.121788961298736
si-Ctrl	1.3469017892833917	1.0680809671484575	1.2687142520099113	1.425089326556872	0.9574996248788407	1.1786623094180744
si-Ctrl	1.3636630575596904	1.0629463691191372	1.2910990597672707	1.4362270553521101	0.9678806178456842	1.1580121203925902
si-Ctrl	1.3586081546516202	1.042786890602112	1.2809360302519477	1.4362802790512923	0.9557325190064861	1.129841262197738
si-Ctrl	1.3729218226244806	1.011885007540411	1.2567923727713954	1.4890512724775662	0.9308961453135756	1.0928738697672467
si-Ctrl	1.3669694315955876	1.0809016343760414	1.2966736784964756	1.4372651846946995	0.989359837741745	1.172443431010338
si-Ctrl	1.3467659961255438	0.9800165325499743	1.2724844693669919	1.4210475228840953	0.8980322152627908	1.0620008498371578
si-Ctrl	1.3176295095053574	1.0085147037039321	1.2492520109643355	1.3860070080463793	0.9173613347794016	1.0996680726284627
si-Ctrl	1.2646672367883396	1.0361166671419255	1.193988256369075	1.3353462172076043	0.9442421483988019	1.1279911858850493
si-Ctrl	1.2861745410323728	1.0329762221700995	1.2155462956599208	1.356802786404825	0.9490515640377942	1.1169008803024052
si-Ctrl	1.3254944957914827	1.0437262303612043	1.258907346196189	1.3920816453867764	0.9580793145042257	1.1293731462181829
si-Ctrl	1.3287749805284754	1.0610636083730034	1.2570562521457154	1.4004937089112355	0.9619157200098754	1.1602114967361317
si-Ctrl	1.3143086600969593	0.9890076746065111	1.2394394510394888	1.3891778691544299	0.90754163349102	1.070473715722002
si-Ctrl	1.2921620132783547	1.0186592628654036	1.220751982406433	1.3635720441502768	0.9194424392844072	1.1178760864464001
si-Ctrl	1.2471904842504844	1.0330951990335562	1.1750107456767993	1.319370222824169	0.9465210405377362	1.1196693575293764
si-Ctrl	1.2729047227295602	1.0577837703276458	1.2019305209928968	1.3438789244662235	0.970050584954076	1.1455169557012153
si-Ctrl	1.3158503235076218	1.0094563722772574	1.2395686068245158	1.3921320401907278	0.9304911916337572	1.0884215529207575
si-Ctrl	1.2653658323901877	0.9700532688837258	1.1969751596082467	1.3337565051721287	0.8936159520205977	1.046490585746854
si-Ctrl	1.2776843478682136	1.0187484181797246	1.2070346814681048	1.3483340142683227	0.9313845688152926	1.1061122675441561
si-Ctrl	1.303355870981054	1.0339807016792666	1.2315410409467724	1.3751707010153356	0.9473046253553943	1.1206567780031387
si-Ctrl	1.3003362650173318	1.0245538893362742	1.2293757856422316	1.3712967443924322	0.9402768535161947	1.1088309251563535
si-Ctrl	1.2467027450093995	1.0110511704891885	1.1797333360941562	1.3136721539246428	0.9284760237863414	1.0936263171920353
si-Ctrl	1.1981300330435118	1.0061044783412085	1.1384616078475196	1.257798458239504	0.9243759696341509	1.0878329870482661
si-Ctrl	1.2702135075661574	1.0165269864618431	1.1932530776845307	1.3471739374477842	0.9329036221841907	1.1001503507394959
si-Ctrl	1.2320541219655778	1.0026843240148684	1.1677856977420107	1.2963225461891454	0.9163461327482156	1.0890225152815212
si-Ctrl	1.2765414310837593	1.0310571712653027	1.2073690654457998	1.3457137967217188	0.9479196578122451	1.1141946847183606
si-Ctrl	1.237241486069745	1.0689991790936233	1.1730897991329634	1.3013931730065265	0.9828663140942513	1.1551320440929953
si-Ctrl	1.2175368502453514	0.9987274633265852	1.153071962172567	1.2820017383181361	0.9169125446067684	1.0805423820464022
si-Ctrl	1.2972877154158353	1.0468995579917069	1.2192670449320366	1.375308385899634	0.9609219599031307	1.1328771560802828
si-Ctrl	1.2712404397451462	0.98848991181087	1.1986698731044392	1.3438110063858537	0.8990366997525694	1.0779431238691706
si-Ctrl	1.247215678552433	1.0133163064340873	1.1830104728393391	1.311420884265527	0.9265699729831385	1.1000626398850364
si-Ctrl	1.2570323677911817	0.9993411509490575	1.18034967506529	1.333715060517073	0.918073423398921	1.0806088784991943
si-Ctrl	1.2492388948753212	1.0072200403768783	1.1800515997834187	1.3184261899672236	0.928985730485967	1.0854543502677898
si-Ctrl	1.2147291345344355	1.0001208416372496	1.1506995177317012	1.27875875133717	0.9144206610913207	1.085821022183178
si-Ctrl	1.2014113284007057	1.0471247249754516	1.1369840156164575	1.265838641184954	0.9622562724544353	1.1319931774964678
si-Ctrl	1.2173196778679545	1.057270549605136	1.151753240144921	1.2828861155909874	0.961398528667731	1.153142570542541
si-Ctrl	1.1868368247430063	1.0110794666890404	1.1224134921774294	1.2512601573085835	0.9301332622232666	1.0920256711548144
si-Ctrl	1.1743615089467196	1.0417185896172185	1.111580245851243	1.2371427720421961	0.9559217927634096	1.127515386471028
si-Ctrl	1.167398310362894	1.0141991780547222	1.0999688185455816	1.2348278021802064	0.9277357101488692	1.100662645960575
si-Ctrl	1.1839353147174383	1.0587800487654202	1.1216839562223626	1.2461866732125138	0.9634099100378544	1.1541501874929863
si-Ctrl	1.229792247092015	1.0418986822695149	1.1627932042941644	1.2967912898898657	0.9584097023839436	1.1253876621550858
si-Ctrl	1.2134776986965656	1.0091232516313067	1.1485652657627206	1.278390131630411	0.9312525019882112	1.0869940012744022
si-Ctrl	1.1532175012097863	1.0404993157589293	1.0902398179692527	1.21619518445032	0.9570850309607573	1.1239136005571013
si-Ctrl	1.2263366851915156	0.9793914688864963	1.1583908249540338	1.2942825454289975	0.9033230774245028	1.05545986034849
si-Ctrl	1.2089023000164794	1.037730952337776	1.1438598311210604	1.2739447689118983	0.9521693914771978	1.1232925131983538
si-Ctrl	1.183359791059274	1.0470036080988403	1.1183719900265539	1.248347592091994	0.9597198423932326	1.1342873738044486
si-Ctrl	1.1329445092748933	0.9891921156136363	1.0674905597963753	1.1983984587534111	0.9115748148831913	1.066809416344081
si-Ctrl	1.158597767723419	1.010986196180578	1.0966531355979772	1.2205423998488607	0.9288461509177799	1.0931262414433762
si-Ctrl	1.233845293903025	0.952178477400373	1.1626720413023874	1.3050185465036628	0.8753861642326003	1.0289707905681458
si-Ctrl	1.1877878080110924	0.9555642973249865	1.121107762583031	1.254467853439154	0.8715990782819205	1.0395295163680522
si-Ctrl	1.1814318024170762	1.0575724758711138	1.1106451276574707	1.2522184771766818	0.972179064140433	1.142965887601795
si-Ctrl	1.188063880588615	1.061150899442727	1.1234845854528415	1.2526431757243888	0.9759229605141004	1.146378838371354
si-Ctrl	1.1326968722275002	0.9968214136304483	1.0729934093872544	1.192400335067746	0.9223870981670106	1.071255729093886
si-Ctrl	1.1867323211003158	1.0278202680061563	1.1199365083939952	1.2535281338066366	0.9444034147078306	1.111237121304482
si-Ctrl	1.129650102341833	0.984718179818826	1.0666109370790386	1.1926892676046277	0.9008709560052168	1.0685654036324355
si-Ctrl	1.142644147784237	0.9915838803445185	1.0797859761860293	1.205502319382445	0.9124082874813324	1.0707594732077044
si-Ctrl	1.1577576792721755	0.9777358245131328	1.0937261506670257	1.2217892078773258	0.9030516738832868	1.052419975142979
si-Ctrl	1.0962718451917894	1.0530846790393684	1.0352285441784894	1.1573151462050895	0.9525289934684167	1.1536403646103206
si-Ctrl	1.1261931533029346	0.9782555751982135	1.0574127190102165	1.1949735875956526	0.9045484678619833	1.0519626825344437
si-Ctrl	1.106362083318585	1.0281972765889789	1.0467106205831533	1.1660135460540166	0.9479071482593198	1.1084874049186384
si-Ctrl	1.1003769531979861	0.9494900549152117	1.0368523529610219	1.1639015534349504	0.878423445219139	1.0205566646112842
si-Ctrl	1.1482236161749453	1.0003677595708256	1.0823133717615057	1.2141338605883853	0.9218361933228523	1.0788993258187989
si-Ctrl	1.145978724311997	0.9782950566364801	1.0705975538241872	1.221359894799807	0.8875254879976515	1.0690646252753084
si-Ctrl	1.1515741085297644	1.0517719211364964	1.086942670114329	1.2162055469451998	0.9639426752108862	1.1396011670621062
si-Ctrl	1.1172167416929493	1.006110424692423	1.0582381270864094	1.176195356299489	0.9237273667717533	1.088493482613093
si-Ctrl	1.114600620327579	0.998510168461848	1.0515859898946305	1.1776152507605273	0.9174047892053032	1.0796155477183929
si-Ctrl	1.1093776439982006	0.9870914981623206	1.050290271115017	1.1684650168813837	0.9048414441734083	1.0693415521512333
si-Ctrl	1.1736574136305493	0.976386467755566	1.101365039170235	1.245949788090864	0.9033947318389678	1.0493782036721644
si-Ctrl	1.1428039161772419	1.0147404418022323	1.0750962844035703	1.2105115479509136	0.9343077223691728	1.0951731612352922
si-Ctrl	1.1066767521551824	0.9804502367957394	1.0453752042695337	1.1679783000408306	0.9061216601956823	1.0547788133957965
si-Ctrl	1.063037136975543	0.939162155497872	1.003414344057744	1.122659929893341	0.8677168826006827	1.0106074283950612
si-Ctrl	1.0682396835743373	0.9578269669515439	1.0010336827149269	1.1354456844337477	0.8824865744476216	1.0331673594554664
si-Ctrl	1.0595277514759065	0.978056322527795	0.9963801339831627	1.1226753689686504	0.8986195594338754	1.0574930856217146
si-Ctrl	1.0535807750084176	0.9452614207089238	0.9943803171004217	1.1127812329164133	0.8735847603835587	1.016938081034289
si-Ctrl	1.0765661155017427	0.9574337263647426	1.0141019877513453	1.1390302432521402	0.8886827644272077	1.0261846883022776
si-Ctrl	1.1260216548951294	0.9694602186960272	1.06205685846076	1.1899864513294984	0.8988529295175327	1.0400675078745216
si-Ctrl	1.1253583754890522	1.0597740164008638	1.0585641407708835	1.192152610207221	0.9799078704138819	1.1396401623878458
si-Ctrl	1.0864241127362038	0.9895701245814839	1.024676884251463	1.1481713412209444	0.9024059194615874	1.07673432970138
si-Ctrl	1.109741701026827	1.030240693585338	1.0474848157037302	1.1719985863499236	0.9511709943450058	1.1093103928256702
si-Ctrl	1.0480903589217787	1.0154465161324224	0.9875030915861291	1.1086776262574285	0.9326972986654514	1.0981957335993933
si-Ctrl	1.0786972544054154	0.9758521630674568	1.0135227642759244	1.1438717445349065	0.9012327285890231	1.0504715975458903
si-Ctrl	1.03873700966003	0.9935821332247766	0.9796630238243405	1.0978109954957191	0.9182659899497638	1.0688982764997892
si-Ctrl	1.0940060714813922	1.0445298827721459	1.033147809763167	1.1548643331996173	0.9642026075664554	1.1248571579778366
si-Ctrl	1.1101636102215808	1.0186432156452314	1.0308067658362838	1.1895204546068776	0.9404209461989458	1.0968654850915174
si-Ctrl	1.0933680315434775	0.977106278078056	1.023180162220294	1.163555900866661	0.90676244363129	1.0474501125248215
si-Ctrl	1.0729850020137144	1.0306263279237493	1.0100992876195454	1.1358707164078834	0.9533675096015517	1.1078851462459467
si-Ctrl	1.0899171497299829	0.9717550137005221	1.0260372741694388	1.153797025290527	0.900357574665918	1.0431524527351264
si-Ctrl	1.0479501339174346	0.9854204437962525	0.9818155922272128	1.1140846756076566	0.9110605918426244	1.0597802957498805
si-Ctrl	1.043279088898406	1.0281551315036501	0.9824883115114569	1.1040698662853554	0.94983376526801	1.1064764977392907
si-Ctrl	1.0225338486027287	0.9760304639609052	0.962519873723596	1.082547823481861	0.8942476613557928	1.057813266566018
si-Ctrl	1.0445190096929216	1.003953532015545	0.9811642121498092	1.1078738072360341	0.914776719179254	1.093130344851836
si-Ctrl	1.061076914409142	0.9746575529717771	0.9897985426592026	1.1323552861590813	0.9037080422370116	1.0456070637065427
si-Ctrl	1.0680815596745217	0.9832779271799923	1.0048402725309074	1.131322846818136	0.9094093630542464	1.0571464913057382
si-Ctrl	1.0445560429297351	0.9541889254817197	0.9767536202257274	1.1123584656337426	0.8842028406697584	1.024175010293681
si-Ctrl	1.0343846763974573	0.9614179833532009	0.9718466533020294	1.0969226994928853	0.8886517890342014	1.0341841776722005
si-Ctrl	1.0675019019691454	0.9660634357854572	1.003883664036718	1.1311201399015731	0.8938443084610302	1.0382825631098842
si-Ctrl	1.01819408542962	0.9872042833184328	0.9577772414879646	1.0786109293712756	0.9153790449916134	1.059029521645252
si-Ctrl	1.0514267729124775	1.006371230305786	0.9914488210509327	1.1114047247740224	0.9281926250913618	1.08454983552021
si-Ctrl	1.0291974515840283	0.9985951982606703	0.969035014556808	1.089359888611248	0.9205668391840198	1.0766235573373208
si-Ctrl	1.0519453698678318	0.988700583466675	0.9899111756807357	1.1139795640549282	0.9173947445080334	1.0600064224253165
si-Ctrl	1.0711836940107675	0.9504533109273381	1.0033055051575066	1.1390618828640287	0.8849530880994717	1.0159535337552046
si-Ctrl	1.0439612916033263	0.9757139460977826	0.9817801449931538	1.1061424382134986	0.906286992377429	1.0451408998181362
si-Ctrl	1.0035679431987723	0.9347663724667408	0.9416147218571354	1.0655211645404092	0.8646257344824546	1.004907010451027
si-Ctrl	1.0393983690730146	1.002884729808121	0.9773485883061328	1.1014481498398965	0.9262232262075469	1.0795462334086952
si-Ctrl	1.024747379588663	0.9682909112931741	0.9673439466108542	1.0821508125664718	0.9011697045482616	1.0354121180380866
si-Ctrl	1.0178215678944929	0.9830981759121825	0.9583767591766197	1.0772663766123665	0.911745413734804	1.054450938089561
si-Ctrl	1.0504326696272908	1.0627231703681561	0.9880693871385366	1.1127959521160449	0.9798948567737906	1.1455514839625212
si-Ctrl	1.0166764616423067	1.0434238202695352	0.9575705093031304	1.0757824139814833	0.9637682952948314	1.123079345244239
si-Ctrl	0.9931666463899537	1.0250355805003797	0.9355738152017992	1.0507594775781084	0.9494902053843985	1.1005809556163608
si-Ctrl	1.0062831946510018	1.0269310981199138	0.9460824560859618	1.0664839332160416	0.9357920932706008	1.118070102969227
si-Ctrl	1.0580327163617418	0.9884342863626903	0.9925098814933924	1.1235555512300912	0.9194571474467292	1.0574114252786513
si-Ctrl	1.027958549575493	0.9727834765202119	0.966177257261418	1.089739841889568	0.8982985490877886	1.0472684039526352
si-Ctrl	1.0189049630006695	1.0009178442472082	0.9562931141059218	1.0815168118954173	0.9294964229481522	1.072339265546264
si-Ctrl	0.9845371251300861	0.9677346147771289	0.926748574313376	1.0423256759467958	0.8986284955352628	1.0368407340189947
si-Ctrl	1.0150994404992622	1.0471839768506104	0.9537369875054872	1.076461893493037	0.9644868345388167	1.1298811191624036
si-Ctrl	1.0622655492094297	0.9826443488039364	0.9985459985097966	1.1259850999090628	0.9130844351850929	1.0522042624227799
si-Ctrl	0.9949381463111995	1.0003823545120711	0.9344887634228848	1.055387529199514	0.9319059516154756	1.0688587574086665
si-Ctrl	1.0752081704042367	0.9855609260085315	1.0043531568769315	1.1460631839315416	0.9134997141386421	1.057622137878421
si-Ctrl	1.0046937901491917	1.0214371732127847	0.9450315267523769	1.0643560535460064	0.943127561960222	1.0997467844653477
si-Ctrl	1.0153618173337047	0.9442083539333432	0.9576354331403973	1.073088201527012	0.8765797221372211	1.0118369857294651
si-Ctrl	1.0277926604783731	0.9893237157791126	0.963733999948102	1.0918513210086442	0.9174799422607445	1.061167489297481
si-Ctrl	1.0107586225199872	0.9997397306329359	0.9484552687341906	1.0730619763057838	0.92229296366364	1.0771864976022316
si-Ctrl	1.018643772505377	0.934533440826476	0.9587192338275958	1.0785683111831579	0.8654502484995513	1.0036166331534009
si-Ctrl	1.0315077856897612	0.9998907822210784	0.9710329744118582	1.0919825969676644	0.9260422460438795	1.0737393183982773
si-Ctrl	1.030721046912983	0.966697488939918	0.9700058490806627	1.0914362447453034	0.899591231833431	1.033803746046405
si-Ctrl	1.0148635726058415	0.982597842372742	0.9541750325008886	1.075552112710794	0.9118374670628147	1.0533582176826695
si-Ctrl	0.9893918620397018	1.0043427611464248	0.925039576762622	1.0537441473167815	0.9346449807988617	1.074040541493988
si-Ctrl	0.9921160336383642	0.9468533962963663	0.93185269557852	1.0523793716982084	0.8814780321194038	1.012228760473329
si-Ctrl	1.0498112110925426	0.9685147220676543	0.9860595785657433	1.1135628436193419	0.8983409014219323	1.038688542713376
si-Ctrl	0.9630804136310487	0.9611945073559758	0.9062820144643384	1.0198788127977587	0.8954096726712866	1.0269793420406648
si-Ctrl	1.0079550007724705	0.9601978548863657	0.9458271507641052	1.0700828507808358	0.8935493745954456	1.0268463351772856
si-Ctrl	0.9919633519892049	0.9821236862127749	0.9316135534605855	1.0523131505178247	0.9144809707840373	1.0497664016415122
si-Ctrl	0.9989863084642243	1.019406287512583	0.9387052030998616	1.059267413828587	0.9453210924812074	1.0934914825439583
si-Ctrl	0.9849238889171074	0.9743322567054188	0.9261197259803349	1.0437280518538798	0.9050737825144399	1.0435907308963974
si-Ctrl	0.9897491571476696	1.0150077181019883	0.9299948436378507	1.0495034706574886	0.9375174491454175	1.0924979870585592
si-Ctrl	0.9852347701489228	0.9570663301129624	0.924997030074765	1.0454725102230806	0.8869334841014989	1.0271991761244261
si-Ctrl	0.9965433368143279	0.9923965225372087	0.9377309101077547	1.055355763520901	0.9247502001264254	1.060042844947992
si-Ctrl	1.0003315238444377	1.0021463594055628	0.936802045302402	1.0638610023864739	0.9314853365818003	1.0728073822293251
si-Ctrl	0.9628199749371968	0.9859275838959138	0.9004679257070034	1.0251720241673898	0.918930242651615	1.0529249251402129
si-Ctrl	1.011438729229061	1.0318824931451729	0.944137997271758	1.0787394611863637	0.95653866534134	1.1072263209490054
si-Ctrl	1.0102104597633925	0.9921009037505957	0.947468291677468	1.0729526278493173	0.92051471584449	1.0636870916567014
si-Ctrl	1.0225156854123576	0.9195179364430297	0.9583455017188252	1.08668586910589	0.8596278888666942	0.9794079840193652
si-Ctrl	0.9690660914002893	0.9405690455070963	0.9078947851602084	1.0302373976403703	0.8759848689370509	1.0051532220771418
si-Ctrl	1.0133243969800294	0.9718098952282402	0.9495874877252031	1.0770613062348557	0.9023536268411536	1.0412661636153269
si-Ctrl	0.9748454661829898	0.977977131270994	0.9135410078177402	1.0361499245482393	0.9054377765591697	1.050516485982818
si-Ctrl	0.9875028155417194	0.9985644589100955	0.924453200269467	1.0505524308139718	0.9312700643482736	1.0658588534719173
si-Ctrl	0.9592219878699032	0.9907684094212833	0.8990906702830719	1.0193533054567347	0.9233593994182697	1.0581774194242968
si-Ctrl	1.0169823736443937	0.9441018065675761	0.9537491189682482	1.0802156283205395	0.8803909534642825	1.0078126596708699
si-Ctrl	0.960149916035917	0.9583660428931204	0.9028284102093463	1.0174714218624876	0.8913366152667765	1.0253954705194643
si-Ctrl	1.02347065844299	0.9634124102853109	0.9608609333823825	1.0860803835035975	0.8967221929108752	1.0301026276597465
si-Ctrl	0.9869935939765127	0.9450307001917599	0.9246721306086738	1.0493150573443515	0.8809607321355024	1.0091006682480175
si-Ctrl	0.9340649182297391	0.9542518790426839	0.8752811906465499	0.9928486458129286	0.8869539487611064	1.0215498093242612
si-Ctrl	0.9159384761530528	1.0168992487450457	0.8603180165644606	0.971558935741645	0.9445943963517585	1.0892041011383329
si-Ctrl	0.9398094438493299	0.9990613978915945	0.8819603634269897	0.9976585242716699	0.9302678113825804	1.0678549844006087
si-Ctrl	0.9931695808448928	1.0199474693430393	0.9288018870159209	1.0575372746738645	0.951012556886538	1.0888823817995408
si-Ctrl	0.971960316149328	0.9819740577555502	0.9117129166504182	1.0322077156482372	0.9174601447459461	1.0464879707651549
si-Ctrl	0.993840411625509	0.9090916806888125	0.9305903706408699	1.0570904526101481	0.8455467933085423	0.9726365680690827
si-Ctrl	0.9460213089232101	0.9915097707697011	0.8868797215598707	1.0051628962865495	0.8499149523267406	1.1331045892126619
si-Ctrl	0.9826214172592536	0.9309789610061393	0.9132491429629139	1.0519936915555932	0.8690430728768758	0.992914849135403
si-Ctrl	0.9856444976898252	0.9783603360436013	0.9195192496695923	1.0517697457100583	0.9139274682816583	1.0427932038055443
si-Ctrl	0.9724694338514406	0.9605157039735535	0.9132273831566582	1.0317114845462232	0.8932291815934487	1.027802226353658
si-Ctrl	1.0188553966683287	0.9439571014455425	0.9508952048033625	1.0868155885332946	0.8817500717427899	1.006164131148295
si-Ctrl	0.9848196737516476	0.9439879838826499	0.9178537106877476	1.0517856368155476	0.8811428486993138	1.0068331190659865
si-Ctrl	1.0116450323629846	0.9340475597941478	0.9455140488329798	1.0777760158929894	0.8718529725832418	0.9962421470050538
si-Ctrl	0.992536619248742	0.9593896280259329	0.9250500248478333	1.0600232136496508	0.8842312770974201	1.0345479789544458
