si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.18587727698964987	0.12415235690915466	0.6434340375221703	0.4544269690705083
0.607063517050086	0.4545763033001383	1.578168861324565	1.270499225647295
0.7737244328171609	0.6396257796588354	1.6240014554686666	1.3186553788396633
1.0296418900024948	0.9045272092662436	2.003954097709727	1.6703575823314092
1.1332048685343834	1.030041794305964	2.0061539329523708	1.7138186933101103
1.128322881556147	1.0617435728375915	1.9746765611530481	1.668922088673489
1.2796250807093668	1.2194876585660037	2.0734820734799113	1.7930405001063303
1.2372860278390436	1.221408234610312	1.876925531879753	1.6410238318211445
1.1782081458695668	1.1650965294935243	1.80722617857408	1.5443818304832075
1.347618549113906	1.3187006406924695	1.928372660442075	1.657132524420973
1.256397129687138	1.2633960966052664	1.7873770934890756	1.584587965909135
1.1603218694004407	1.1961229226644123	1.6284631052563325	1.4525573936480785
1.3345121532805944	1.356632699380627	1.8227479913269815	1.6399536512868857
1.268756540782236	1.2776251484180996	1.717894050700793	1.5337464093000588
1.1871741176859716	1.2039521552863328	1.576823909562863	1.3777085250527001
1.3598694547009362	1.4046974970767458	1.745525259895107	1.5764645661927492
1.2292936969498223	1.2459802834090445	1.534728481596355	1.4237183602383277
1.1419919335826956	1.1447933205189629	1.373087595889026	1.274197306286817
1.3041072343828168	1.3712562866538134	1.4572272373771304	1.3970873535662722
1.165368188799554	1.2070011033544807	1.3732021981731897	1.2884819881138065
1.0903371079449395	1.1226984512301856	1.2400386152848777	1.210288492988236
1.2296484963841205	1.276325796178247	1.354558212037052	1.315217881087119
1.1404013607121677	1.1909675938574984	1.256194809904919	1.2763382591934904
1.0405819970526304	1.0609665369549734	1.0867296910299886	1.0537011462444212
1.2268596476257931	1.2577075572539536	1.2546859119517781	1.2464557015352553
1.118426182483556	1.1582223897652317	1.1728189125120154	1.1971630452876814
1.0121098359632938	1.0530827729352923	1.0303594693424651	1.0353002241736187
1.1826480043515206	1.2013603418636636	1.180722784145529	1.1827761588539596
1.0613069885958824	1.098392235385992	1.0839702711182624	1.0811522120296246
0.9675414478215034	0.9962435986444462	0.9890556164898766	1.0079226109980681
1.1487578800128357	1.1859071054676338	1.1460776704486557	1.1503108036695375
1.0627910386159456	1.1009713631020304	0.9977317980552554	1.0572452792469502
0.979980691580928	1.0157054522595943	0.8994761856113417	0.9311005390239929
1.1080798648032122	1.168458999697338	1.0308213895412734	1.0968550907677905
1.022059718723358	1.0728943919658815	0.9585445900249989	1.0013890060232116
0.9546391205241502	0.9923306098348476	0.8813430045897505	0.9158620968906913
1.0739155018376207	1.1058848859106565	0.9480517371545345	1.0001809726907114
0.9796814297442227	0.9923033920040141	0.8559097214289935	0.9312628701366187
0.9159282076777707	0.9417576169546779	0.808369401158951	0.8597579794673768
1.0778129200572455	1.1000429777959142	0.9472043684241648	1.0143625764061754
0.9757829593954783	1.0079321424359526	0.8455042707994851	0.8913084386444082
0.9338499061106664	0.8970638890778291	0.7741138300771482	0.8475682179462207
1.0716215111568124	1.0881673132752638	0.9200134688061616	1.0000610243346049
0.9663820443418045	0.9770659673909075	0.8079270148295244	0.8720301459062081
0.9148833358351314	0.9150393568332171	0.7740098809407193	0.8529690055521709
1.0365121615804482	1.0402290579088103	0.8551719976408342	0.9239145806711614
0.9633160634413629	0.9468489527592598	0.7911573801654505	0.8515868467658263
0.8696604520774206	0.8669997468956747	0.7235879453026263	0.7811881241120199
1.0313386923565653	1.0486360309263825	0.8382665395204267	0.9137255714357216
0.9413673328310437	0.985178414398575	0.7341857555342014	0.8127547045207821
0.8906251909656862	0.8890268878590243	0.7191691661304069	0.7948169881682138
1.049822085841896	1.0664356613681767	0.8266729212838759	0.8975139393972408
0.9250679133793492	0.9209474376805454	0.7580391431683664	0.8331864130165956
0.8831144652476399	0.8790474565245391	0.6906902184678831	0.7495234834824251
1.0084673237553095	1.0305569018896674	0.7749940946566157	0.8720318488910342
0.9329780499293648	0.9399629185771837	0.7589173600880731	0.8156505290332455
0.8465811878164049	0.8418452817237038	0.6460511015440035	0.7469596696004109
0.9842631140268279	0.9955015308919498	0.7380564273958642	0.8270350226293821
0.8827197361458805	0.902225933733265	0.6726527557145013	0.7624531045196329
0.83509255287528	0.8475802450915482	0.643515941548273	0.7245472607540762
0.9929233843343812	0.9749562847681907	0.7149687497263709	0.8169508348639078
0.9029909167803604	0.876889052190915	0.6595094410756455	0.7427092249600317
0.8620728424496277	0.8595789062435443	0.6397510870071043	0.7228858067359487
1.0200584896909906	0.9976361215900146	0.7648295928299014	0.8469094115080328
0.9185284875985223	0.8896248123031044	0.6528866994094311	0.729876595091855
0.8572232623978493	0.8396256867394425	0.654807150746736	0.719630155483512
1.0024602899750854	0.9793046069910019	0.740515082360822	0.8372884694455885
0.9048315468255912	0.8865393723026785	0.6603781375509841	0.7325322174005883
0.8703901660592981	0.8536922432333747	0.6287121972455857	0.677336275129932
1.0126800967684844	1.0189725665563694	0.7064069913596756	0.8273599951372712
0.91536984377166	0.9006349165361335	0.6959487657507348	0.7837959141347172
0.8632246325863969	0.8620210286768413	0.6337981790690466	0.7012616497933274
0.9778882292295054	0.9604115196222976	0.6857635424390098	0.7846314747559076
0.9125056564023563	0.901513667471366	0.6715080601526916	0.7415477023354631
0.8610198840465682	0.8091340866926712	0.655864013168116	0.7341049433689368
0.9887824504834226	0.9956985658910833	0.7426859629105393	0.8497200512100378
0.8958216232490909	0.8942110874535436	0.6602918377662205	0.7439425010909094
0.8250388031428084	0.8110464821243469	0.6114676771283256	0.6790482539173807
0.9677539998677159	0.9552501521342512	0.6929408562575462	0.7974164869308479
0.8963238300492281	0.8937382324829541	0.66508875188633	0.7431090636879963
0.8420221363305161	0.8474388772129126	0.655787207469574	0.7151810386858171
1.0025828607331853	0.9951520741132982	0.7070175934686346	0.8003491153244121
0.9044246099337042	0.9211186641179071	0.6511365692458341	0.7276121182186328
0.8857977439041387	0.8657147966778354	0.631499418071843	0.6777916218528599
1.0301046387218207	1.0089775282975684	0.7338468461511488	0.8142562082412564
0.964909577404674	0.93915834801602	0.6681990984321029	0.7338257493692734
0.8664018584801378	0.8515573222103575	0.6058191695808092	0.670750355480566
0.9755045761787456	0.975150988895791	0.7097263094936793	0.791900107722678
0.8909733241889272	0.8943507194280886	0.6743860123387818	0.7279263531362551
0.5440717270581268	0.5515684997145265	0.4756253122644293	0.5121202945911844
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
