7127
YDL095W	PMT1	protein_coding
YDL007C-A	YDL007C-A	protein_coding
YDL130W	RPP1B	protein_coding
YDR100W	TVP15	protein_coding
YDR479C	PEX29	protein_coding
tS(AGA)D1	tS(AGA)D1	tRNA
YDL117W	CYK3	protein_coding
YDR140W	MTQ2	protein_coding
YDR381W	YRA1	protein_coding
tQ(UUG)D2	tQ(UUG)D2	tRNA
YDR327W	YDR327W	protein_coding
YDR062W	LCB2	protein_coding
YDR143C	SAN1	protein_coding
YDL172C	YDL172C	protein_coding
YDL053C	PBP4	protein_coding
YDR223W	CRF1	protein_coding
YDL037C	BSC1	protein_coding
YDL167C	NRP1	protein_coding
YDR246W-A	YDR246W-A	protein_coding
YDR371C-A	YDR371C-A	protein_coding
YDR517W	GRH1	protein_coding
YDL226C	GCS1	protein_coding
YDR467C	YDR467C	protein_coding
YDL134C	PPH21	protein_coding
YDR117C	TMA64	protein_coding
YDR314C	RAD34	protein_coding
YDR440W	DOT1	protein_coding
YDR303C	RSC3	protein_coding
YDL078C	MDH3	protein_coding
YDL238C	GUD1	protein_coding
YDR529C	QCR7	protein_coding
YDR437W	GPI19	protein_coding
snR47	snR47	snoRNA
YDL196W	YDL196W	protein_coding
YDR452W	PPN1	protein_coding
YDR445C	YDR445C	protein_coding
YDR347W	MRP1	protein_coding
tQ(UUG)D1	tQ(UUG)D1	tRNA
YDR490C	PKH1	protein_coding
YDR516C	EMI2	protein_coding
YDR509W	YDR509W	protein_coding
YDL193W	NUS1	protein_coding
YDL137W	ARF2	protein_coding
YDL118W	YDL118W	protein_coding
YDR235W	PRP42	protein_coding
YDR233C	RTN1	protein_coding
YDR388W	RVS167	protein_coding
YDR209C	YDR209C	protein_coding
YDR049W	VMS1	protein_coding
YDL194W	SNF3	protein_coding
YDR021W	FAL1	protein_coding
YDR353W	TRR1	protein_coding
YDR051C	DET1	protein_coding
YDR288W	NSE3	protein_coding
YDR141C	DOP1	protein_coding
YDR194C	MSS116	protein_coding
YDR424C	DYN2	protein_coding
YDR054C	CDC34	protein_coding
YDR122W	KIN1	protein_coding
YDR184C	ATC1	protein_coding
YDR183C-A	YDR183C-A	protein_coding
YDL240W	LRG1	protein_coding
YDR056C	EMC10	protein_coding
YDR541C	YDR541C	protein_coding
YDL042C	SIR2	protein_coding
YDR185C	UPS3	protein_coding
YDR328C	SKP1	protein_coding
YDR280W	RRP45	protein_coding
tV(UAC)D	tV(UAC)D	tRNA
YDR098C	GRX3	protein_coding
